                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.92214,                 8.7102,                0.58601,                0.73948,                    0.9,                0.83357,                0.41442,                 1.7446,                 1.6749,                 1.3823,             0.00069807,             0.00069807,             0.00069807
                    158,                 1.9513,                 1.9404,                 1.3288,                0.73948,                    0.9,                0.83357,                0.41442,                 1.7446,                 1.6749,                 1.3823,             0.00069335,             0.00069335,             0.00069335
                    159,                 1.7513,                 1.8727,                 1.3228,                0.82987,                0.83333,                0.87105,                0.42783,                 1.7584,                 1.7253,                 1.3662,             0.00068864,             0.00068864,             0.00068864
                    160,                 2.0064,                 1.7185,                 1.2683,                0.82987,                0.83333,                0.87105,                0.42783,                 1.7584,                 1.7253,                 1.3662,             0.00068392,             0.00068392,             0.00068392
                    161,                 1.8508,                 2.1993,                 1.4451,                0.84977,                0.76446,                0.85244,                0.42371,                 1.7681,                 1.7869,                 1.3705,              0.0006792,              0.0006792,              0.0006792
                    162,                 2.1416,                 1.7124,                 1.2334,                0.84977,                0.76446,                0.85244,                0.42371,                 1.7681,                 1.7869,                 1.3705,             0.00067449,             0.00067449,             0.00067449
                    163,                 1.8755,                 1.6142,                 1.1857,                0.84977,                0.76446,                0.85244,                0.42371,                 1.7681,                 1.7869,                 1.3705,             0.00066977,             0.00066977,             0.00066977
                    164,                 1.9501,                 1.8254,                 1.3319,                0.66636,                0.82295,                0.86478,                0.40701,                 1.8108,                 1.8425,                 1.3791,             0.00066506,             0.00066506,             0.00066506
                    165,                  2.051,                 1.7865,                 1.3704,                0.66636,                0.82295,                0.86478,                0.40701,                 1.8108,                 1.8425,                 1.3791,             0.00066034,             0.00066034,             0.00066034
                    166,                 2.1227,                  1.847,                 1.5357,                0.63627,                0.79204,                 0.8287,                0.38024,                  1.875,                 1.8793,                 1.3878,             0.00065563,             0.00065563,             0.00065563
                    167,                 1.8935,                 1.8106,                 1.1562,                0.63627,                0.79204,                 0.8287,                0.38024,                  1.875,                 1.8793,                 1.3878,             0.00065091,             0.00065091,             0.00065091
                    168,                 2.0612,                 1.8207,                  1.354,                0.63627,                0.79204,                 0.8287,                0.38024,                  1.875,                 1.8793,                 1.3878,             0.00064619,             0.00064619,             0.00064619
                    169,                  1.627,                 1.5736,                 1.1721,                0.65976,                0.76367,                0.83514,                0.40293,                 1.8513,                 1.8439,                 1.3757,             0.00064148,             0.00064148,             0.00064148
                    170,                 1.8057,                 1.6369,                 1.2279,                0.65976,                0.76367,                0.83514,                0.40293,                 1.8513,                 1.8439,                 1.3757,             0.00063676,             0.00063676,             0.00063676
                    171,                  1.882,                 1.6616,                 1.2305,                0.63719,                0.76599,                0.80955,                0.40744,                 1.8632,                 1.8053,                 1.3644,             0.00063205,             0.00063205,             0.00063205
                    172,                 1.9784,                  2.095,                 1.4587,                0.63719,                0.76599,                0.80955,                0.40744,                 1.8632,                 1.8053,                 1.3644,             0.00062733,             0.00062733,             0.00062733
                    173,                 1.8643,                 1.6211,                  1.257,                0.63719,                0.76599,                0.80955,                0.40744,                 1.8632,                 1.8053,                 1.3644,             0.00062262,             0.00062262,             0.00062262
                    174,                 2.3514,                 1.9038,                 1.8104,                0.68461,                0.72232,                0.84862,                0.40629,                 1.8578,                 1.8298,                 1.3653,              0.0006179,              0.0006179,              0.0006179
                    175,                   2.04,                 1.8612,                 1.2577,                0.68461,                0.72232,                0.84862,                0.40629,                 1.8578,                 1.8298,                 1.3653,             0.00061318,             0.00061318,             0.00061318
                    176,                 1.8343,                 1.7205,                 1.1961,                0.61421,                0.74002,                0.85915,                 0.4251,                  1.844,                 1.7729,                 1.3514,             0.00060847,             0.00060847,             0.00060847
                    177,                 1.6035,                 1.5223,                 1.1948,                0.61421,                0.74002,                0.85915,                 0.4251,                  1.844,                 1.7729,                 1.3514,             0.00060375,             0.00060375,             0.00060375
                    178,                 1.6927,                 1.4853,                 1.1511,                0.61421,                0.74002,                0.85915,                 0.4251,                  1.844,                 1.7729,                 1.3514,             0.00059904,             0.00059904,             0.00059904
                    179,                  2.547,                 3.6591,                 1.5675,                0.61007,                0.78256,                0.89112,                0.43205,                 1.8397,                 1.6823,                 1.3553,             0.00059432,             0.00059432,             0.00059432
                    180,                 1.9432,                 1.6791,                 1.1746,                0.61007,                0.78256,                0.89112,                0.43205,                 1.8397,                 1.6823,                 1.3553,             0.00058961,             0.00058961,             0.00058961
                    181,                 1.8865,                 1.6157,                 1.2029,                0.67816,                0.81523,                0.90722,                0.45483,                 1.8439,                 1.5969,                 1.3464,             0.00058489,             0.00058489,             0.00058489
                    182,                 1.6676,                 1.8098,                 1.1989,                0.67816,                0.81523,                0.90722,                0.45483,                 1.8439,                 1.5969,                 1.3464,             0.00058017,             0.00058017,             0.00058017
                    183,                 1.7571,                 1.4811,                  1.259,                0.67816,                0.81523,                0.90722,                0.45483,                 1.8439,                 1.5969,                 1.3464,             0.00057546,             0.00057546,             0.00057546
                    184,                  1.703,                 1.4811,                 1.1699,                0.81174,                0.77772,                0.89442,                0.46116,                 1.7908,                 1.5153,                 1.3231,             0.00057074,             0.00057074,             0.00057074
                    185,                 1.6871,                 2.0639,                 1.1353,                0.81174,                0.77772,                0.89442,                0.46116,                 1.7908,                 1.5153,                 1.3231,             0.00056603,             0.00056603,             0.00056603
                    186,                 1.8381,                 1.7709,                 1.3065,                0.79415,                    0.8,                0.87149,                 0.4418,                 1.7509,                 1.5048,                 1.3108,             0.00056131,             0.00056131,             0.00056131
                    187,                 1.9948,                 1.6485,                 1.2467,                0.79415,                    0.8,                0.87149,                 0.4418,                 1.7509,                 1.5048,                 1.3108,              0.0005566,              0.0005566,              0.0005566
                    188,                 1.6246,                 1.5402,                 1.1418,                0.79415,                    0.8,                0.87149,                 0.4418,                 1.7509,                 1.5048,                 1.3108,             0.00055188,             0.00055188,             0.00055188
                    189,                 1.7452,                 1.8843,                 1.3888,                0.79678,                0.86667,                0.88914,                 0.4693,                 1.7427,                 1.4928,                 1.3029,             0.00054716,             0.00054716,             0.00054716
                    190,                 1.6076,                  1.472,                 1.2121,                0.79678,                0.86667,                0.88914,                 0.4693,                 1.7427,                 1.4928,                 1.3029,             0.00054245,             0.00054245,             0.00054245
                    191,                   1.62,                 2.0785,                 1.2613,                 0.7586,                0.86667,                0.86471,                0.44633,                 1.7771,                 1.4598,                  1.295,             0.00053773,             0.00053773,             0.00053773
                    192,                 1.7458,                 1.4784,                 1.1335,                 0.7586,                0.86667,                0.86471,                0.44633,                 1.7771,                 1.4598,                  1.295,             0.00053302,             0.00053302,             0.00053302
                    193,                 1.8637,                  1.737,                 1.3911,                 0.7586,                0.86667,                0.86471,                0.44633,                 1.7771,                 1.4598,                  1.295,              0.0005283,              0.0005283,              0.0005283
                    194,                 1.9722,                 1.6099,                 1.1904,                0.79656,                0.83333,                0.88331,                0.41027,                 1.8595,                 1.5066,                 1.3139,             0.00052359,             0.00052359,             0.00052359
                    195,                 1.7518,                 1.5561,                 1.2071,                0.79656,                0.83333,                0.88331,                0.41027,                 1.8595,                 1.5066,                 1.3139,             0.00051887,             0.00051887,             0.00051887
                    196,                 1.7463,                 1.5159,                 1.1991,                0.77792,                0.86667,                0.87358,                0.36603,                 1.9684,                 1.5316,                 1.3529,             0.00051415,             0.00051415,             0.00051415
                    197,                 1.6679,                 1.4774,                 1.1346,                0.77792,                0.86667,                0.87358,                0.36603,                 1.9684,                 1.5316,                 1.3529,             0.00050944,             0.00050944,             0.00050944
                    198,                 1.8293,                 1.7419,                 1.2045,                0.77792,                0.86667,                0.87358,                0.36603,                 1.9684,                 1.5316,                 1.3529,             0.00050472,             0.00050472,             0.00050472
                    199,                 1.8489,                 1.5543,                 1.3492,                0.79078,                0.86667,                0.85508,                0.33735,                 2.0327,                 1.5121,                  1.371,             0.00050001,             0.00050001,             0.00050001
                    200,                 1.6313,                 1.5081,                 1.0783,                0.79078,                0.86667,                0.85508,                0.33735,                 2.0327,                 1.5121,                  1.371,             0.00049529,             0.00049529,             0.00049529
                    201,                 1.9853,                  2.246,                 1.3932,                0.78019,                0.86386,                0.86647,                0.34967,                 2.0201,                 1.5392,                 1.3673,             0.00049058,             0.00049058,             0.00049058
                    202,                 1.5968,                  1.445,                 1.1392,                0.78019,                0.86386,                0.86647,                0.34967,                 2.0201,                 1.5392,                 1.3673,             0.00048586,             0.00048586,             0.00048586
                    203,                 1.8038,                 1.6117,                 1.2254,                0.78019,                0.86386,                0.86647,                0.34967,                 2.0201,                 1.5392,                 1.3673,             0.00048114,             0.00048114,             0.00048114
                    204,                 1.5558,                 1.4192,                 1.1943,                0.78243,                0.91733,                0.88195,                0.40083,                 1.8857,                 1.5652,                 1.3307,             0.00047643,             0.00047643,             0.00047643
                    205,                 2.0596,                 1.9702,                 1.4816,                0.78243,                0.91733,                0.88195,                0.40083,                 1.8857,                 1.5652,                 1.3307,             0.00047171,             0.00047171,             0.00047171
                    206,                 2.1549,                 1.6884,                 1.1779,                0.75708,                0.93333,                0.88092,                0.39429,                   1.87,                 1.6069,                 1.3357,               0.000467,               0.000467,               0.000467
                    207,                 1.6649,                  1.659,                 1.1669,                0.75708,                0.93333,                0.88092,                0.39429,                   1.87,                 1.6069,                 1.3357,             0.00046228,             0.00046228,             0.00046228
                    208,                 1.7474,                 1.6342,                   1.26,                0.75708,                0.93333,                0.88092,                0.39429,                   1.87,                 1.6069,                 1.3357,             0.00045757,             0.00045757,             0.00045757
                    209,                 1.5516,                 1.4777,                 1.1626,                0.79843,                0.88279,                 0.8944,                0.45293,                 1.7865,                 1.4939,                  1.313,             0.00045285,             0.00045285,             0.00045285
                    210,                 1.6019,                 1.3806,                 1.1297,                0.79843,                0.88279,                 0.8944,                0.45293,                 1.7865,                 1.4939,                  1.313,             0.00044813,             0.00044813,             0.00044813
                    211,                 1.7052,                 1.5171,                 1.1811,                0.90709,                0.91205,                0.93143,                0.50555,                  1.663,                 1.4047,                  1.282,             0.00044342,             0.00044342,             0.00044342
                    212,                 1.9478,                 1.7504,                 1.3065,                0.90709,                0.91205,                0.93143,                0.50555,                  1.663,                 1.4047,                  1.282,              0.0004387,              0.0004387,              0.0004387
                    213,                 1.5513,                 1.2936,                 1.1307,                0.90709,                0.91205,                0.93143,                0.50555,                  1.663,                 1.4047,                  1.282,             0.00043399,             0.00043399,             0.00043399
                    214,                 1.9317,                 1.4854,                 1.2059,                0.81973,                0.86667,                0.92157,                0.49677,                 1.6611,                  1.339,                 1.2686,             0.00042927,             0.00042927,             0.00042927
                    215,                 1.6942,                 1.4265,                 1.1046,                0.81973,                0.86667,                0.92157,                0.49677,                 1.6611,                  1.339,                 1.2686,             0.00042456,             0.00042456,             0.00042456
                    216,                 1.7349,                 1.8175,                 1.2534,                0.67898,                0.90616,                0.90534,                0.49046,                 1.6385,                  1.345,                 1.2633,             0.00041984,             0.00041984,             0.00041984
                    217,                  1.806,                 1.4585,                  1.165,                0.67898,                0.90616,                0.90534,                0.49046,                 1.6385,                  1.345,                 1.2633,             0.00041512,             0.00041512,             0.00041512
                    218,                 1.9147,                 1.7667,                 1.1934,                0.67898,                0.90616,                0.90534,                0.49046,                 1.6385,                  1.345,                 1.2633,             0.00041041,             0.00041041,             0.00041041
                    219,                 1.7667,                 1.4665,                 1.2306,                0.86438,                0.75614,                0.90232,                0.48053,                 1.6201,                 1.3925,                 1.2656,             0.00040569,             0.00040569,             0.00040569
                    220,                 1.6762,                 1.6989,                 1.2811,                0.86438,                0.75614,                0.90232,                0.48053,                 1.6201,                 1.3925,                 1.2656,             0.00040098,             0.00040098,             0.00040098
                    221,                 1.9276,                 1.4981,                 1.4546,                0.89389,                0.75764,                0.91805,                0.47384,                 1.6328,                 1.4172,                 1.2726,             0.00039626,             0.00039626,             0.00039626
                    222,                 1.6582,                 1.3918,                 1.1364,                0.89389,                0.75764,                0.91805,                0.47384,                 1.6328,                 1.4172,                 1.2726,             0.00039155,             0.00039155,             0.00039155
                    223,                 1.6606,                 1.3807,                  1.098,                0.89389,                0.75764,                0.91805,                0.47384,                 1.6328,                 1.4172,                 1.2726,             0.00038683,             0.00038683,             0.00038683
                    224,                 1.5494,                 1.2355,                 1.1205,                 0.8214,                    0.8,                 0.9151,                0.45971,                 1.6836,                 1.4252,                  1.296,             0.00038211,             0.00038211,             0.00038211
                    225,                 1.5463,                 1.3355,                 1.1586,                 0.8214,                    0.8,                 0.9151,                0.45971,                 1.6836,                 1.4252,                  1.296,              0.0003774,              0.0003774,              0.0003774
                    226,                 1.6838,                 1.5636,                 1.2223,                0.84789,                0.88038,                0.92976,                0.47602,                 1.6965,                 1.3944,                 1.3027,             0.00037268,             0.00037268,             0.00037268
                    227,                 1.6867,                 1.4698,                 1.1352,                0.84789,                0.88038,                0.92976,                0.47602,                 1.6965,                 1.3944,                 1.3027,             0.00036797,             0.00036797,             0.00036797
                    228,                 1.6502,                 1.4086,                 1.2288,                0.84789,                0.88038,                0.92976,                0.47602,                 1.6965,                 1.3944,                 1.3027,             0.00036325,             0.00036325,             0.00036325
                    229,                 1.6022,                  1.353,                 1.1202,                0.83752,                0.93333,                0.94365,                0.49211,                 1.6801,                 1.3864,                 1.2988,             0.00035854,             0.00035854,             0.00035854
                    230,                 1.6391,                 1.3789,                 1.1124,                0.83752,                0.93333,                0.94365,                0.49211,                 1.6801,                 1.3864,                 1.2988,             0.00035382,             0.00035382,             0.00035382
                    231,                 1.5925,                 1.4096,                 1.1989,                0.84135,                0.93333,                0.94982,                0.53039,                 1.6535,                 1.3411,                 1.2839,              0.0003491,              0.0003491,              0.0003491
                    232,                 1.5674,                 1.4406,                 1.3048,                0.84135,                0.93333,                0.94982,                0.53039,                 1.6535,                 1.3411,                 1.2839,             0.00034439,             0.00034439,             0.00034439
                    233,                 1.7436,                 1.5485,                 1.1708,                0.84135,                0.93333,                0.94982,                0.53039,                 1.6535,                 1.3411,                 1.2839,             0.00033967,             0.00033967,             0.00033967
                    234,                 1.5165,                 1.2946,                 1.0321,                0.85733,                0.93333,                   0.95,                0.53944,                 1.6629,                 1.3259,                 1.2838,             0.00033496,             0.00033496,             0.00033496
                    235,                 1.5457,                 1.2973,                 1.1235,                0.85733,                0.93333,                   0.95,                0.53944,                 1.6629,                 1.3259,                 1.2838,             0.00033024,             0.00033024,             0.00033024
                    236,                 1.6884,                 1.2911,                 1.1916,                 0.9892,                    0.9,                 0.9546,                0.54155,                 1.6665,                 1.3007,                 1.2816,             0.00032553,             0.00032553,             0.00032553
                    237,                 1.6152,                 1.5063,                 1.1806,                 0.9892,                    0.9,                 0.9546,                0.54155,                 1.6665,                 1.3007,                 1.2816,             0.00032081,             0.00032081,             0.00032081
                    238,                 1.5788,                 1.4661,                 1.2152,                 0.9892,                    0.9,                 0.9546,                0.54155,                 1.6665,                 1.3007,                 1.2816,             0.00031609,             0.00031609,             0.00031609
                    239,                  1.512,                 1.1837,                 1.1407,                0.94755,                0.87137,                0.95867,                0.54185,                 1.6461,                 1.2571,                 1.2681,             0.00031138,             0.00031138,             0.00031138
                    240,                 1.5969,                  1.861,                 1.2063,                0.94755,                0.87137,                0.95867,                0.54185,                 1.6461,                 1.2571,                 1.2681,             0.00030666,             0.00030666,             0.00030666
                    241,                 1.7664,                  1.675,                 1.2655,                0.88075,                 0.9282,                0.95747,                0.53269,                 1.6128,                 1.2299,                 1.2488,             0.00030195,             0.00030195,             0.00030195
                    242,                 1.5842,                 1.2974,                 1.1272,                0.88075,                 0.9282,                0.95747,                0.53269,                 1.6128,                 1.2299,                 1.2488,             0.00029723,             0.00029723,             0.00029723
                    243,                 1.4941,                 1.8219,                 1.0423,                0.88075,                 0.9282,                0.95747,                0.53269,                 1.6128,                 1.2299,                 1.2488,             0.00029252,             0.00029252,             0.00029252
                    244,                 1.6297,                 1.3785,                 1.2569,                 0.7979,                0.86667,                0.94169,                0.52391,                 1.5948,                 1.2604,                 1.2375,              0.0002878,              0.0002878,              0.0002878
                    245,                 1.7671,                 1.4037,                 1.1284,                 0.7979,                0.86667,                0.94169,                0.52391,                 1.5948,                 1.2604,                 1.2375,             0.00028308,             0.00028308,             0.00028308
                    246,                 1.8241,                 1.4541,                 1.1473,                0.79329,                0.86667,                0.93321,                0.51015,                 1.5742,                 1.3168,                 1.2339,             0.00027837,             0.00027837,             0.00027837
                    247,                 1.6152,                 1.3083,                  1.154,                0.79329,                0.86667,                0.93321,                0.51015,                 1.5742,                 1.3168,                 1.2339,             0.00027365,             0.00027365,             0.00027365
                    248,                 1.5456,                 1.2395,                 1.1991,                0.79329,                0.86667,                0.93321,                0.51015,                 1.5742,                 1.3168,                 1.2339,             0.00026894,             0.00026894,             0.00026894
                    249,                 1.5529,                 1.2784,                 1.1283,                0.79614,                0.81388,                0.92415,                0.51543,                 1.5592,                 1.3548,                 1.2359,             0.00026422,             0.00026422,             0.00026422
                    250,                 1.4244,                 1.2091,                 1.1473,                0.79614,                0.81388,                0.92415,                0.51543,                 1.5592,                 1.3548,                 1.2359,             0.00025951,             0.00025951,             0.00025951
                    251,                 1.5312,                 1.2153,                 1.1505,                0.77839,                0.78707,                0.91887,                0.51735,                 1.5912,                 1.3778,                  1.252,             0.00025479,             0.00025479,             0.00025479
                    252,                 1.4672,                 1.3203,                 1.0897,                0.77839,                0.78707,                0.91887,                0.51735,                 1.5912,                 1.3778,                  1.252,             0.00025007,             0.00025007,             0.00025007
                    253,                 1.6607,                 1.5447,                 1.1458,                0.77839,                0.78707,                0.91887,                0.51735,                 1.5912,                 1.3778,                  1.252,             0.00024536,             0.00024536,             0.00024536
                    254,                 1.6758,                 1.3513,                 1.2773,                0.69845,                0.83557,                0.91647,                 0.4938,                 1.5969,                  1.371,                 1.2563,             0.00024064,             0.00024064,             0.00024064
                    255,                 1.5497,                 1.3173,                 1.0614,                0.69845,                0.83557,                0.91647,                 0.4938,                 1.5969,                  1.371,                 1.2563,             0.00023593,             0.00023593,             0.00023593
                    256,                 1.8461,                 1.5441,                 1.4072,                0.72672,                0.79885,                 0.9218,                0.49624,                 1.6141,                 1.3691,                 1.2583,             0.00023121,             0.00023121,             0.00023121
                    257,                 1.4937,                 1.2643,                 1.0917,                0.72672,                0.79885,                 0.9218,                0.49624,                 1.6141,                 1.3691,                 1.2583,              0.0002265,              0.0002265,              0.0002265
                    258,                 1.5324,                 1.2009,                  1.209,                0.72672,                0.79885,                 0.9218,                0.49624,                 1.6141,                 1.3691,                 1.2583,             0.00022178,             0.00022178,             0.00022178
                    259,                 1.6282,                   1.42,                 1.1949,                0.78566,                0.80098,                0.92985,                0.49662,                 1.6027,                 1.3331,                 1.2543,             0.00021707,             0.00021707,             0.00021707
                    260,                 1.8676,                 1.4061,                 1.4055,                0.78566,                0.80098,                0.92985,                0.49662,                 1.6027,                 1.3331,                 1.2543,             0.00021235,             0.00021235,             0.00021235
                    261,                 1.6133,                 1.3961,                 1.2628,                0.79617,                0.85501,                0.93505,                 0.5042,                 1.5715,                 1.3115,                 1.2449,             0.00020763,             0.00020763,             0.00020763
                    262,                  1.425,                 1.1447,                  1.094,                0.79617,                0.85501,                0.93505,                 0.5042,                 1.5715,                 1.3115,                 1.2449,             0.00020292,             0.00020292,             0.00020292
                    263,                 1.5094,                 1.2273,                 1.1229,                0.79617,                0.85501,                0.93505,                 0.5042,                 1.5715,                 1.3115,                 1.2449,              0.0001982,              0.0001982,              0.0001982
                    264,                 1.5024,                  1.296,                 1.0575,                0.90872,                0.83739,                0.93382,                0.49176,                 1.5532,                 1.2907,                 1.2415,             0.00019349,             0.00019349,             0.00019349
                    265,                 1.7631,                 1.7295,                 1.3591,                0.90872,                0.83739,                0.93382,                0.49176,                 1.5532,                 1.2907,                 1.2415,             0.00018877,             0.00018877,             0.00018877
                    266,                 1.7269,                 1.5433,                 1.2093,                0.95601,                0.83861,                0.95478,                0.49215,                 1.5263,                 1.2782,                 1.2294,             0.00018406,             0.00018406,             0.00018406
                    267,                 1.6442,                 1.3698,                 1.2531,                0.95601,                0.83861,                0.95478,                0.49215,                 1.5263,                 1.2782,                 1.2294,             0.00017934,             0.00017934,             0.00017934
                    268,                 1.6161,                 1.3431,                 1.2571,                0.95601,                0.83861,                0.95478,                0.49215,                 1.5263,                 1.2782,                 1.2294,             0.00017462,             0.00017462,             0.00017462
                    269,                 1.7149,                 1.3707,                  1.192,                0.83216,                0.89653,                0.93768,                0.50206,                 1.5261,                 1.2731,                 1.2238,             0.00016991,             0.00016991,             0.00016991
                    270,                 1.5836,                 1.4918,                 1.1395,                0.83216,                0.89653,                0.93768,                0.50206,                 1.5261,                 1.2731,                 1.2238,             0.00016519,             0.00016519,             0.00016519
                    271,                 1.6502,                 1.3221,                 1.1166,                0.82637,                0.89329,                0.93768,                0.49899,                 1.5438,                 1.2846,                 1.2255,             0.00016048,             0.00016048,             0.00016048
                    272,                 1.7116,                 1.3768,                 1.1439,                0.82637,                0.89329,                0.93768,                0.49899,                 1.5438,                 1.2846,                 1.2255,             0.00015576,             0.00015576,             0.00015576
                    273,                 1.3925,                 1.3234,                 1.0341,                0.82637,                0.89329,                0.93768,                0.49899,                 1.5438,                 1.2846,                 1.2255,             0.00015105,             0.00015105,             0.00015105
                    274,                 1.4653,                 1.1586,                 1.1032,                0.81905,                0.87932,                0.93145,                0.50498,                 1.5648,                 1.2991,                 1.2303,             0.00014633,             0.00014633,             0.00014633
                    275,                 1.4696,                 1.2465,                 1.0668,                0.81905,                0.87932,                0.93145,                0.50498,                 1.5648,                 1.2991,                 1.2303,             0.00014161,             0.00014161,             0.00014161
                    276,                 1.5483,                 1.3197,                 1.1159,                0.83177,                0.86048,                0.93337,                0.50775,                 1.5825,                 1.3143,                 1.2364,              0.0001369,              0.0001369,              0.0001369
                    277,                 1.7053,                 1.4782,                 1.2497,                0.83177,                0.86048,                0.93337,                0.50775,                 1.5825,                 1.3143,                 1.2364,             0.00013218,             0.00013218,             0.00013218
                    278,                 1.4689,                 1.4142,                 1.1019,                0.83177,                0.86048,                0.93337,                0.50775,                 1.5825,                 1.3143,                 1.2364,             0.00012747,             0.00012747,             0.00012747
                    279,                 1.7464,                 1.4581,                 1.0873,                0.83563,                0.87774,                0.93337,                0.50868,                 1.6019,                 1.3132,                 1.2408,             0.00012275,             0.00012275,             0.00012275
                    280,                 1.7751,                 1.3551,                 1.2608,                0.83563,                0.87774,                0.93337,                0.50868,                 1.6019,                 1.3132,                 1.2408,             0.00011804,             0.00011804,             0.00011804
                    281,                 1.4987,                  1.184,                 1.0382,                0.82183,                0.86347,                0.93776,                0.51621,                 1.6045,                 1.2966,                 1.2403,             0.00011332,             0.00011332,             0.00011332
                    282,                 2.2944,                 3.0206,                 1.4003,                0.82183,                0.86347,                0.93776,                0.51621,                 1.6045,                 1.2966,                 1.2403,              0.0001086,              0.0001086,              0.0001086
                    283,                 1.5294,                 1.2415,                 1.1254,                0.82183,                0.86347,                0.93776,                0.51621,                 1.6045,                 1.2966,                 1.2403,             0.00010389,             0.00010389,             0.00010389
                    284,                 1.5455,                 1.2461,                 1.1924,                0.82528,                0.87607,                0.94189,                0.52068,                 1.6009,                 1.2735,                  1.235,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    285,                 1.5849,                  1.218,                 1.1887,                0.82528,                0.87607,                0.94189,                0.52068,                 1.6009,                 1.2735,                  1.235,             9.4457e-05,             9.4457e-05,             9.4457e-05
                    286,                  1.767,                 1.2996,                 1.3087,                0.85621,                0.92087,                0.94222,                0.52685,                 1.5943,                 1.2389,                  1.231,             8.9741e-05,             8.9741e-05,             8.9741e-05
                    287,                 1.4338,                 1.1597,                 1.1533,                0.85621,                0.92087,                0.94222,                0.52685,                 1.5943,                 1.2389,                  1.231,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    288,                 1.6052,                 1.2579,                 1.2514,                0.85621,                0.92087,                0.94222,                0.52685,                 1.5943,                 1.2389,                  1.231,              8.031e-05,              8.031e-05,              8.031e-05
                    289,                 1.6943,                 1.3614,                 1.1123,                0.84756,                0.91849,                0.94802,                0.52884,                 1.5886,                 1.2195,                 1.2275,             7.5594e-05,             7.5594e-05,             7.5594e-05
                    290,                 1.5269,                 1.4296,                 1.1225,                0.84756,                0.91849,                0.94802,                0.52884,                 1.5886,                 1.2195,                 1.2275,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    291,                 1.6492,                 1.3821,                 1.1246,                0.85655,                0.92553,                0.94899,                0.53495,                  1.579,                 1.2234,                 1.2208,             6.6163e-05,             6.6163e-05,             6.6163e-05
                    292,                 1.3626,                 1.1367,                 1.0879,                0.85655,                0.92553,                0.94899,                0.53495,                  1.579,                 1.2234,                 1.2208,             6.1447e-05,             6.1447e-05,             6.1447e-05
                    293,                 1.4256,                 1.1553,                 1.1304,                0.85655,                0.92553,                0.94899,                0.53495,                  1.579,                 1.2234,                 1.2208,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    294,                 1.5296,                 1.2238,                 1.1223,                0.85682,                 0.9283,                0.94899,                0.53106,                 1.5806,                 1.2166,                 1.2192,             5.2016e-05,             5.2016e-05,             5.2016e-05
                    295,                  1.328,                 1.1149,                 1.0871,                0.85682,                 0.9283,                0.94899,                0.53106,                 1.5806,                 1.2166,                 1.2192,               4.73e-05,               4.73e-05,               4.73e-05
                    296,                 1.6761,                 1.3988,                 1.1473,                0.85839,                0.92672,                0.94566,                0.52236,                 1.5811,                 1.2175,                 1.2171,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    297,                 1.4916,                  1.221,                 1.2988,                0.85839,                0.92672,                0.94566,                0.52236,                 1.5811,                 1.2175,                 1.2171,             3.7869e-05,             3.7869e-05,             3.7869e-05
                    298,                 1.4215,                 1.2682,                 1.2246,                0.85839,                0.92672,                0.94566,                0.52236,                 1.5811,                 1.2175,                 1.2171,             3.3153e-05,             3.3153e-05,             3.3153e-05
                    299,                 1.4064,                 1.1672,                 1.1705,                0.85813,                0.92563,                0.94899,                0.52567,                 1.5871,                 1.2091,                 1.2184,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    300,                 1.5641,                 1.3253,                 1.3017,                0.85813,                0.92563,                0.94899,                0.52567,                 1.5871,                 1.2091,                 1.2184,             2.3721e-05,             2.3721e-05,             2.3721e-05
