epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,238.582,4.03347,3.20342,2.20058,0,0,0,0,6.73202,6.96922,4.37924,0.0011885,0.0011885,0.0011885
53,242.83,3.66632,2.96588,2.09229,0,0,0,0,6.73202,6.96922,4.37924,0.00118378,0.00118378,0.00118378
54,247.883,3.60189,3.2048,2.17434,0,0,0,0,6.73538,7.17464,4.38885,0.00117907,0.00117907,0.00117907
55,252.341,3.62459,3.07303,2.0976,0,0,0,0,6.73538,7.17464,4.38885,0.00117435,0.00117435,0.00117435
56,256.869,3.60657,3.01647,2.19196,0,0,0,0,6.73538,7.17464,4.38885,0.00116964,0.00116964,0.00116964
57,262.22,3.31459,3.12746,2.32422,0,0,0,0,6.72318,7.25628,4.33243,0.00116492,0.00116492,0.00116492
58,267.272,3.53592,2.9155,2.04167,0,0,0,0,6.72318,7.25628,4.33243,0.00116021,0.00116021,0.00116021
59,272.487,3.35866,2.83582,2.21957,0,0,0,0,6.70348,7.23925,4.2582,0.00115549,0.00115549,0.00115549
60,277.682,3.08357,2.67804,2.15194,0,0,0,0,6.70348,7.23925,4.2582,0.00115077,0.00115077,0.00115077
61,282.283,3.31283,2.96423,2.18941,0,0,0,0,6.70348,7.23925,4.2582,0.00114606,0.00114606,0.00114606
62,286.578,3.30085,2.6247,1.8886,0,0,0,0,6.68428,7.1809,4.20723,0.00114134,0.00114134,0.00114134
63,291.164,3.06831,2.76407,2.11894,0,0,0,0,6.68428,7.1809,4.20723,0.00113663,0.00113663,0.00113663
64,295.474,3.26453,3.02785,2.02714,0,0,0,0,6.65996,7.18698,4.15298,0.00113191,0.00113191,0.00113191
65,300.893,2.93764,2.5557,1.89842,0,0,0,0,6.65996,7.18698,4.15298,0.0011272,0.0011272,0.0011272
66,305.564,2.87849,2.57494,1.92199,0,0,0,0,6.65996,7.18698,4.15298,0.00112248,0.00112248,0.00112248
67,310.277,2.97322,2.51676,1.86671,0,0,0,0,6.63007,7.14447,4.10211,0.00111776,0.00111776,0.00111776
68,314.892,3.23073,2.70391,1.90098,0,0,0,0,6.63007,7.14447,4.10211,0.00111305,0.00111305,0.00111305
69,319.775,2.80337,2.732,1.96581,0,0,0,0,6.54132,7.04489,3.98348,0.00110833,0.00110833,0.00110833
70,324.687,2.68494,2.53849,2.09451,0,0,0,0,6.54132,7.04489,3.98348,0.00110362,0.00110362,0.00110362
71,329.652,2.98623,2.3059,1.84006,0,0,0,0,6.54132,7.04489,3.98348,0.0010989,0.0010989,0.0010989
72,334.908,2.788,2.4291,1.7926,0,0,0,0,5.83242,6.22861,3.48808,0.00109419,0.00109419,0.00109419
73,340.179,2.74875,2.41495,1.8332,0,0,0,0,5.83242,6.22861,3.48808,0.00108947,0.00108947,0.00108947
74,344.463,2.78046,2.52317,1.78969,0.00383,0.2,0.05744,0.01858,4.30498,4.41236,2.77596,0.00108475,0.00108475,0.00108475
75,349.582,2.71515,2.40443,1.58763,0.00383,0.2,0.05744,0.01858,4.30498,4.41236,2.77596,0.00108004,0.00108004,0.00108004
76,353.873,2.44488,2.52898,1.59254,0.00383,0.2,0.05744,0.01858,4.30498,4.41236,2.77596,0.00107532,0.00107532,0.00107532
77,358.764,2.83554,2.50687,1.70102,0.26885,0.23333,0.16535,0.04877,3.24551,2.97731,2.3146,0.00107061,0.00107061,0.00107061
78,363.398,2.58059,2.226,1.7496,0.26885,0.23333,0.16535,0.04877,3.24551,2.97731,2.3146,0.00106589,0.00106589,0.00106589
79,369.487,2.88759,2.33282,1.58224,0.53495,0.2,0.29708,0.09557,2.90346,2.55668,2.14793,0.00106118,0.00106118,0.00106118
80,374.273,2.40158,2.1731,1.57846,0.53495,0.2,0.29708,0.09557,2.90346,2.55668,2.14793,0.00105646,0.00105646,0.00105646
81,379.127,2.60784,2.31559,1.61477,0.53495,0.2,0.29708,0.09557,2.90346,2.55668,2.14793,0.00105174,0.00105174,0.00105174
82,383.9,2.44193,2.34946,1.88742,0.51085,0.43333,0.40857,0.14654,2.7753,2.46593,2.08793,0.00104703,0.00104703,0.00104703
83,388.928,2.40685,2.15751,1.45179,0.51085,0.43333,0.40857,0.14654,2.7753,2.46593,2.08793,0.00104231,0.00104231,0.00104231
84,394.599,2.20602,2.13125,1.6154,0.35938,0.4,0.34514,0.10526,3.09568,2.67775,2.10272,0.0010376,0.0010376,0.0010376
85,399.961,2.38965,2.13789,1.67364,0.35938,0.4,0.34514,0.10526,3.09568,2.67775,2.10272,0.00103288,0.00103288,0.00103288
86,404.376,2.38278,2.09686,1.69478,0.35938,0.4,0.34514,0.10526,3.09568,2.67775,2.10272,0.00102817,0.00102817,0.00102817
87,409.096,2.65249,2.11991,1.5274,0.39773,0.41078,0.38891,0.13424,2.82596,2.67819,2.00306,0.00102345,0.00102345,0.00102345
88,413.671,2.29594,2.07363,1.40048,0.39773,0.41078,0.38891,0.13424,2.82596,2.67819,2.00306,0.00101873,0.00101873,0.00101873
89,419.457,2.25484,2.04428,1.60116,0.48348,0.51335,0.52969,0.24003,2.31991,2.47983,1.9378,0.00101402,0.00101402,0.00101402
90,423.782,2.3444,2.13605,1.53342,0.48348,0.51335,0.52969,0.24003,2.31991,2.47983,1.9378,0.0010093,0.0010093,0.0010093
91,428.879,2.13052,1.92557,1.5153,0.48348,0.51335,0.52969,0.24003,2.31991,2.47983,1.9378,0.00100459,0.00100459,0.00100459
92,434.157,2.22236,2.15949,1.67628,0.4824,0.53333,0.60575,0.28737,2.25922,2.39601,1.84652,0.000999871,0.000999871,0.000999871
93,438.58,2.32633,2.60604,1.80915,0.4824,0.53333,0.60575,0.28737,2.25922,2.39601,1.84652,0.000995156,0.000995156,0.000995156
94,442.803,2.20288,2.033,1.55724,0.4277,0.53333,0.58646,0.23112,2.27851,2.29133,1.73229,0.00099044,0.00099044,0.00099044
95,447.368,2.21167,2.03916,1.52093,0.4277,0.53333,0.58646,0.23112,2.27851,2.29133,1.73229,0.000985724,0.000985724,0.000985724
96,452.54,2.48077,2.35138,1.38482,0.4277,0.53333,0.58646,0.23112,2.27851,2.29133,1.73229,0.000981008,0.000981008,0.000981008
97,457.172,2.35016,2.21833,1.42497,0.53806,0.56263,0.69411,0.28866,2.23247,2.26972,1.65986,0.000976293,0.000976293,0.000976293
98,461.734,2.21607,2.12907,1.4918,0.53806,0.56263,0.69411,0.28866,2.23247,2.26972,1.65986,0.000971577,0.000971577,0.000971577
99,467.04,2.40535,2.16979,1.37813,0.5954,0.7,0.71016,0.32659,2.14093,2.05565,1.62851,0.000966861,0.000966861,0.000966861
100,471.941,1.99412,1.93746,1.50845,0.5954,0.7,0.71016,0.32659,2.14093,2.05565,1.62851,0.000962146,0.000962146,0.000962146
101,476.915,2.15647,1.97719,1.36358,0.5954,0.7,0.71016,0.32659,2.14093,2.05565,1.62851,0.00095743,0.00095743,0.00095743
102,481.985,2.19342,1.91338,1.32808,0.59541,0.72092,0.75865,0.33294,2.05524,1.93845,1.62353,0.000952714,0.000952714,0.000952714
103,486.529,2.02344,1.91599,1.46648,0.59541,0.72092,0.75865,0.33294,2.05524,1.93845,1.62353,0.000947999,0.000947999,0.000947999
104,491.531,2.18526,2.02887,1.49758,0.48912,0.8,0.73681,0.32902,2.07999,1.98674,1.60249,0.000943283,0.000943283,0.000943283
105,496.187,2.13731,2.07022,1.43209,0.48912,0.8,0.73681,0.32902,2.07999,1.98674,1.60249,0.000938567,0.000938567,0.000938567
106,501.862,2.14551,1.8527,1.33454,0.48912,0.8,0.73681,0.32902,2.07999,1.98674,1.60249,0.000933851,0.000933851,0.000933851
107,507.149,2.10611,1.87659,1.36108,0.55782,0.83333,0.80851,0.36484,2.0299,1.92116,1.56667,0.000929136,0.000929136,0.000929136
108,511.873,2.02008,1.77427,1.29376,0.55782,0.83333,0.80851,0.36484,2.0299,1.92116,1.56667,0.00092442,0.00092442,0.00092442
109,516.657,2.02639,1.90137,1.51624,0.58694,0.71793,0.79502,0.37226,1.99606,1.88055,1.54803,0.000919704,0.000919704,0.000919704
110,521.158,2.01084,1.84986,1.3593,0.58694,0.71793,0.79502,0.37226,1.99606,1.88055,1.54803,0.000914989,0.000914989,0.000914989
111,525.933,2.00213,1.88369,1.32455,0.58694,0.71793,0.79502,0.37226,1.99606,1.88055,1.54803,0.000910273,0.000910273,0.000910273
112,531.069,2.05418,1.79099,1.42809,0.51953,0.64898,0.72086,0.35663,2.02651,1.8981,1.55271,0.000905557,0.000905557,0.000905557
